Nivel,Facultad,Carrera,Código,Asignatura,Créditos,Requisitos
3,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV133,Audiencias Emergentes y Tendencias en Programación,3,
3,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV131,Introducción A Los Medios Digitales,2,"CO39,40CRED"
3,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV111,Narrativa Audiovisual,3,AV103
3,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV132,Nuevos Medios y Proyectos Digitales,3,
3,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,HU693,Seminario de Investigación Académica II,2,HU695
4,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,CO40,Fundamentos del Diseño Gráfico,3,AV131
4,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV134,Géneros Audiovisuales e Interactivos,3,"AV133,AV111"
4,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,CA224,Instrumentos Para La Gestión,3,60CRED
4,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV107,Lenguaje Audiovisual,3,"AV104,60CRED"
4,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AM264,Marketing,3,
4,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV128,Soportes Tecnológicos,4,"AV103,60CRED"
4,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,CF86,Taller De Fotografía General,4,60CRED
5,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV108,Gestión De La Producción Audiovisual E Interactiva,3,AV133
5,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,PU196,Lenguajes Artísticos,3,30CRED
5,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,PU208,Semiótica,3,80CRED
5,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV99,Taller De Guión Audiovisual,2,AV134
5,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV98,Taller De Realización Audiovisual,4,"AV107,AV111,AV128"
6,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV137,Contenidos Transmedia para Plataformas Digitales,4,AV98
6,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV110,Dirección Artistica,3,"AV108,PU196"
6,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV113,Dirección De Fotografía,4,AV98
6,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,EN76,Economía para la Gestión,3,CA224
6,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV135,Fund. Mus. para la Prod. Aud.,2,PU196
6,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV136,Teoría del Montaje,3,AV98
7,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV109,Financiamiento Y Marketing Audiovisual,3,AV108
7,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV139,Postproducción Digital de Audio,4,AV135
7,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV138,Postproducción y Colorización,2,"AV136,120CRED"
7,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV115,Taller De Programas De Entretenimiento,4,"AV110,AV113,AV108"
8,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV142,CTI Planteamiento de Proyectos,3,140CRED
8,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV141,Proyecto de Animación en 3D,4,AV138
8,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV140,T. de Esc. Dram. para el Aud.,4,"AV115,140CRED"
8,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV119,Taller De Dirección De Actores,2,"AV115,140CRED"
8,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV125,Taller De Documentales,4,"AV109,140CRED"
9,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV143,CTI Taller de Proyectos I,3,AV142
9,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV120,Cine Digital,5,"AV140,AV119"
9,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV126,Empresas Audiovisuales Y Gestión Cultural,4,"AV137,AV109,160CRED"
9,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV144,Proyectos Audiovisuales e Interactivos para Eventos y Plat,4,AV141
10,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV145,CTI Taller de Proyectos II,3,AV143
10,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,AV121,Proyecto Audiovisual,6,AV120
10,Comunicaciones,Comunicación Audiovisual y Medios Interactivos,PE84,Ética Profesional,3,150CRED
1,Comunicaciones,Comunicación e Imagen Empresarial,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Comunicaciones,Comunicación e Imagen Empresarial,CO39,"Comunicación, Audiencias Y Nuevas Narrativas",3,
1,Comunicaciones,Comunicación e Imagen Empresarial,HU705,Crítica y Comunicación,3,
1,Comunicaciones,Comunicación e Imagen Empresarial,MA715,Matemática Básica,5,
1,Comunicaciones,Comunicación e Imagen Empresarial,HU713,Pensamiento Crítico Aplicado,3,
1,Comunicaciones,Comunicación e Imagen Empresarial,HU706,Sistemas y Sociedad,3,
2,Comunicaciones,Comunicación e Imagen Empresarial,IM98,Argumentación y Persuasión,3,CO39
2,Comunicaciones,Comunicación e Imagen Empresarial,MA724,Estadística para Comunicadores,4,MA715
2,Comunicaciones,Comunicación e Imagen Empresarial,HU717,Historia Contemporánea,3,
2,Comunicaciones,Comunicación e Imagen Empresarial,HU702,Seminario Integrado de Investigación,3,HU705
2,Comunicaciones,Comunicación e Imagen Empresarial,HU722,Temas de Historia del Perú GEN,4,
3,Comunicaciones,Comunicación e Imagen Empresarial,PE86,Antropología Social,3,
3,Comunicaciones,Comunicación e Imagen Empresarial,AF233,Fundamentos de las Finanzas,3,
3,Comunicaciones,Comunicación e Imagen Empresarial,HU716,Globalización: Enfoque Cultural y Económico,3,HU717
3,Comunicaciones,Comunicación e Imagen Empresarial,AM264,Marketing,3,
3,Comunicaciones,Comunicación e Imagen Empresarial,IM123,"Propósito, Identidad y Cultura",3,CO39
3,Comunicaciones,Comunicación e Imagen Empresarial,PU186,Taller de Técnicas de Expresión Escrita,3,HU705
4,Comunicaciones,Comunicación e Imagen Empresarial,IM95,Estudios Cualitativos,3,
4,Comunicaciones,Comunicación e Imagen Empresarial,PU188,Fundamentos de Publicidad,3,AM264
4,Comunicaciones,Comunicación e Imagen Empresarial,IM105,"Gerencia, Negocio y Comunicaciones",3,IM123
4,Comunicaciones,Comunicación e Imagen Empresarial,CA224,Instrumentos Para La Gestión,3,55CRED
4,Comunicaciones,Comunicación e Imagen Empresarial,PU208,Semiótica,3,PU186
4,Comunicaciones,Comunicación e Imagen Empresarial,PE88,Sociedad y Estado en el Perú,3,HU722
5,Comunicaciones,Comunicación e Imagen Empresarial,IM120,Comunicación Estratégica Comercial,3,PU188
5,Comunicaciones,Comunicación e Imagen Empresarial,EN76,Economía para la Gestión,3,CA224
5,Comunicaciones,Comunicación e Imagen Empresarial,IM117,Estudio y Análisis de Bases de Datos,3,"MA724,IM95"
5,Comunicaciones,Comunicación e Imagen Empresarial,PE99,Introducción al Periodismo,3,"CO39,HU705"
5,Comunicaciones,Comunicación e Imagen Empresarial,IM106,Planeamiento Estratégico de la Comunicación,3,IM105
5,Comunicaciones,Comunicación e Imagen Empresarial,CM122,Sociologia De La Comunicacion,3,41CRED
6,Comunicaciones,Comunicación e Imagen Empresarial,IM100,Auditoria en la Comunicación,3,"IM117,IM106"
6,Comunicaciones,Comunicación e Imagen Empresarial,IM122,Comunicación y Desarrollo,3,CM122
6,Comunicaciones,Comunicación e Imagen Empresarial,IM107,Gestión de Contenidos y Storytelling,3,PE99
6,Comunicaciones,Comunicación e Imagen Empresarial,AH136,Gestión del Capital Humano Global,3,100CRED
6,Comunicaciones,Comunicación e Imagen Empresarial,CM120,Legislacion en Comunicaciones,3,PE88
6,Comunicaciones,Comunicación e Imagen Empresarial,CF86,Taller De Fotografía General,4,
7,Comunicaciones,Comunicación e Imagen Empresarial,IM109,Activismo Corporativo y de Marca,3,
7,Comunicaciones,Comunicación e Imagen Empresarial,IM101,Comunicación Estratégica Externa,3,IM106
7,Comunicaciones,Comunicación e Imagen Empresarial,CO40,Fundamentos del Diseño Gráfico,3,80CRED
7,Comunicaciones,Comunicación e Imagen Empresarial,IM124,Producción Audiovisual Multiplataforma,3,CF86
7,Comunicaciones,Comunicación e Imagen Empresarial,IM108,Vocería y Relación con Medios,3,IM107
8,Comunicaciones,Comunicación e Imagen Empresarial,IM102,Comunicación Estratégica Interna,3,IM106
8,Comunicaciones,Comunicación e Imagen Empresarial,PU220,Comunicación e Identidad Gráfica,3,CO40
8,Comunicaciones,Comunicación e Imagen Empresarial,IM111,Metodología del Conocimiento,2,140CRED
8,Comunicaciones,Comunicación e Imagen Empresarial,IM96,Producción de Eventos,3,IM106
8,Comunicaciones,Comunicación e Imagen Empresarial,IM104,Relaciones Comunitarias,3,IM122
8,Comunicaciones,Comunicación e Imagen Empresarial,IM110,Responsabilidad y Sostenibilidad Ambiental,3,IM122
9,Comunicaciones,Comunicación e Imagen Empresarial,IM113,Medición y Gestión del Riesgo Reputacional,3,IM100
9,Comunicaciones,Comunicación e Imagen Empresarial,IM112,Proyecto de Investigación en Comunicación 1,3,IM111
9,Comunicaciones,Comunicación e Imagen Empresarial,IM103,Taller de Negociaciones,3,IM104
9,Comunicaciones,Comunicación e Imagen Empresarial,PE84,Ética Profesional,3,CM120
10,Comunicaciones,Comunicación e Imagen Empresarial,IM114,Asuntos Públicos y Corporativos,4,IM101
10,Comunicaciones,Comunicación e Imagen Empresarial,IM115,CTI Proyecto de Inv. en Com. 2,3,IM112
10,Comunicaciones,Comunicación e Imagen Empresarial,IM97,Comunicación Digital Corporativa,3,PU220
10,Comunicaciones,Comunicación e Imagen Empresarial,IM116,Gestión de Crisis,3,IM108
10,Comunicaciones,Comunicación e Imagen Empresarial,IM118,Trust & Social Intercultural Legitimacy,3,IM122
1,Comunicaciones,Comunicación y Marketing,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Comunicaciones,Comunicación y Marketing,CO39,"Comunicación, Audiencias Y Nuevas Narrativas",3,
1,Comunicaciones,Comunicación y Marketing,HU705,Crítica y Comunicación,3,
1,Comunicaciones,Comunicación y Marketing,MA715,Matemática Básica,5,
1,Comunicaciones,Comunicación y Marketing,HU713,Pensamiento Crítico Aplicado,3,
1,Comunicaciones,Comunicación y Marketing,HU706,Sistemas y Sociedad,3,
2,Comunicaciones,Comunicación y Marketing,PE86,Antropología Social,3,
2,Comunicaciones,Comunicación y Marketing,HU692,Ecogeografía del Perú (CC.CC.),3,
2,Comunicaciones,Comunicación y Marketing,AF233,Fundamentos de las Finanzas,3,
2,Comunicaciones,Comunicación y Marketing,HU716,Globalización: Enfoque Cultural y Económico,3,
2,Comunicaciones,Comunicación y Marketing,CM95,Introducción Al Marketing,3,
2,Comunicaciones,Comunicación y Marketing,CM121,Procesos Psicológicos,3,
2,Comunicaciones,Comunicación y Marketing,HU702,Seminario Integrado de Investigación,3,HU705
3,Comunicaciones,Comunicación y Marketing,PU217,Comportamiento Del Consumidor,3,CM95
3,Comunicaciones,Comunicación y Marketing,CM119,Informática Para El Marketing,3,MA715
3,Comunicaciones,Comunicación y Marketing,AV131,Introducción A Los Medios Digitales,2,CO39
3,Comunicaciones,Comunicación y Marketing,PU186,Taller de Técnicas de Expresión Escrita,3,HU705
3,Comunicaciones,Comunicación y Marketing,HU722,Temas de Historia del Perú GEN,4,
4,Comunicaciones,Comunicación y Marketing,CM97,Costos Y Presupuestos,3,AF233
4,Comunicaciones,Comunicación y Marketing,MA724,Estadística para Comunicadores,4,CM119
4,Comunicaciones,Comunicación y Marketing,CO40,Fundamentos del Diseño Gráfico,3,AV131
4,Comunicaciones,Comunicación y Marketing,CM103,Segmentación Y Posicionamiento,3,"PU217,CM95"
4,Comunicaciones,Comunicación y Marketing,CM122,Sociologia De La Comunicacion,3,41CRED
5,Comunicaciones,Comunicación y Marketing,CM98,Canales De Distribución Y Trade,3,"CM97,CM103"
5,Comunicaciones,Comunicación y Marketing,PU220,Comunicación e Identidad Gráfica,3,CO40
5,Comunicaciones,Comunicación y Marketing,EN76,Economía para la Gestión,3,AF233
5,Comunicaciones,Comunicación y Marketing,IM95,Estudios Cualitativos,3,"PU217,MA724"
5,Comunicaciones,Comunicación y Marketing,CM105,Marketing E Innovación De Producto,3,"CM97,CM103"
5,Comunicaciones,Comunicación y Marketing,EN63,Matemática Aplicada Al Marketing,3,CM97
6,Comunicaciones,Comunicación y Marketing,CM106,Category Management & Sales,3,"CM98,CM105"
6,Comunicaciones,Comunicación y Marketing,CM123,Customer Behaviour & E-Satisfaction,3,CM105
6,Comunicaciones,Comunicación y Marketing,IM117,Estudio y Análisis de Bases de Datos,3,"MA724,IM95"
6,Comunicaciones,Comunicación y Marketing,CM99,Gestión Empresarial,3,EN63
6,Comunicaciones,Comunicación y Marketing,CM96,Marketing De Precios,3,"CM98,CM105"
6,Comunicaciones,Comunicación y Marketing,CM116,Marketing Tools,3,EN63
7,Comunicaciones,Comunicación y Marketing,CM100,Business Intelligence,3,"IM117,CM116"
7,Comunicaciones,Comunicación y Marketing,CM124,Content Marketing And Ux,3,"CM123,CM99"
7,Comunicaciones,Comunicación y Marketing,CM120,Legislacion en Comunicaciones,3,100CRED
7,Comunicaciones,Comunicación y Marketing,CM113,Marketing & Strategy,3,"CM106,IM117,CM96,CM116"
7,Comunicaciones,Comunicación y Marketing,CM117,Media Revenue Strategy,3,CM123
8,Comunicaciones,Comunicación y Marketing,CM101,Campañas Publicitarias,3,"PU220,CM123,CM117"
8,Comunicaciones,Comunicación y Marketing,IM122,Comunicación y Desarrollo,3,CM122
8,Comunicaciones,Comunicación y Marketing,CM125,Digital Marketing Analytics,3,"CM124,CM113"
8,Comunicaciones,Comunicación y Marketing,CM114,Marketing Metrics,3,"CM113,CM116"
8,Comunicaciones,Comunicación y Marketing,CM94,Marketing Relacional-Crm,3,CM100
8,Comunicaciones,Comunicación y Marketing,CM104,Seminario Avanzado De Investigación,4,CM113
9,Comunicaciones,Comunicación y Marketing,CM126,Digital Plan & Project,3,CM125
9,Comunicaciones,Comunicación y Marketing,CM112,Diseño Del Plan De Marketing,3,CM114
9,Comunicaciones,Comunicación y Marketing,CM111,Investigación Avanzada 1 En Marketing,4,CM104
9,Comunicaciones,Comunicación y Marketing,CM102,Marketing B2b,3,"CM100,CM113"
9,Comunicaciones,Comunicación y Marketing,CM109,Marketing E Innovación De Servicios,3,CM114
10,Comunicaciones,Comunicación y Marketing,CM110,CTI Inv. Av. 2 en Marketing,3,CM111
10,Comunicaciones,Comunicación y Marketing,CM115,Marketing Decisions Making,3,CM112
10,Comunicaciones,Comunicación y Marketing,IM110,Responsabilidad y Sostenibilidad Ambiental,3,IM122
10,Comunicaciones,Comunicación y Marketing,PE84,Ética Profesional,3,CM120
1,Comunicaciones,Comunicación y Periodismo,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Comunicaciones,Comunicación y Periodismo,CO39,"Comunicación, Audiencias Y Nuevas Narrativas",3,
1,Comunicaciones,Comunicación y Periodismo,HU705,Crítica y Comunicación,3,
1,Comunicaciones,Comunicación y Periodismo,MA715,Matemática Básica,5,
1,Comunicaciones,Comunicación y Periodismo,HU713,Pensamiento Crítico Aplicado,3,
1,Comunicaciones,Comunicación y Periodismo,HU706,Sistemas y Sociedad,3,
2,Comunicaciones,Comunicación y Periodismo,PE86,Antropología Social,3,
2,Comunicaciones,Comunicación y Periodismo,MA724,Estadística para Comunicadores,4,MA715
2,Comunicaciones,Comunicación y Periodismo,HU717,Historia Contemporánea,3,
2,Comunicaciones,Comunicación y Periodismo,AV131,Introducción A Los Medios Digitales,2,CO39
2,Comunicaciones,Comunicación y Periodismo,HU695,Seminario de Investigación Académica I,2,HU705
2,Comunicaciones,Comunicación y Periodismo,PE97,Temas de Filosofía,3,
2,Comunicaciones,Comunicación y Periodismo,HU722,Temas de Historia del Perú GEN,4,
3,Comunicaciones,Comunicación y Periodismo,HU692,Ecogeografía del Perú (CC.CC.),3,
3,Comunicaciones,Comunicación y Periodismo,CO41,Impacto Social de los Medios,3,HU717
3,Comunicaciones,Comunicación y Periodismo,PE99,Introducción al Periodismo,3,"CO39,HU705"
3,Comunicaciones,Comunicación y Periodismo,PU196,Lenguajes Artísticos,3,30CRED
3,Comunicaciones,Comunicación y Periodismo,HU693,Seminario de Investigación Académica II,2,HU695
3,Comunicaciones,Comunicación y Periodismo,PE88,Sociedad y Estado en el Perú,3,HU722
3,Comunicaciones,Comunicación y Periodismo,PU186,Taller de Técnicas de Expresión Escrita,3,HU705
4,Comunicaciones,Comunicación y Periodismo,HU723,Comunicación en la Era Digital,3,PE97
4,Comunicaciones,Comunicación y Periodismo,HU716,Globalización: Enfoque Cultural y Económico,3,HU692
